0, 29.7
1, 29.403
2, 29.697
3, 29.4001
4, 29.4001
5, 29.1061
6, 28.815
7, 29.1031
8, 29.3942
9, 29.1002
10, 29.1002
11, 28.8092
12, 28.8092
13, 28.5211
14, 28.5211
15, 28.2359
16, 28.5183
17, 28.8035
18, 28.5154
19, 28.2303
20, 28.2303
21, 28.2303
22, 28.5126
23, 28.7977
24, 28.7977
25, 28.7977
26, 28.7977
27, 28.5097
28, 28.2246
29, 27.9424
30, 27.9424
31, 28.2218
32, 28.504
33, 28.7891
34, 28.7891
35, 29.077
36, 28.7862
37, 28.4983
38, 28.2134
39, 27.9312
40, 28.2105
41, 28.4926
42, 28.7776
43, 28.7776
44, 28.7776
45, 28.4898
46, 28.4898
47, 28.4898
48, 28.4898
49, 28.7747
50, 28.7747
51, 28.4869
52, 28.2021
53, 28.2021
54, 28.2021
55, 28.4841
56, 28.4841
57, 28.4841
58, 28.1992
59, 27.9173
60, 28.1964
61, 28.4784
62, 28.4784
63, 28.7632
64, 28.7632
65, 28.7632
66, 28.4755
67, 28.7603
68, 28.4727
69, 28.4727
70, 28.7574
71, 29.045
72, 29.3354
73, 29.6288
74, 29.6288
75, 29.9251
76, 29.9251
77, 29.9251
78, 30.2243
79, 30.2243
80, 29.9221
81, 30.2213
82, 30.5235
83, 30.5235
84, 30.5235
85, 30.8288
86, 31.1371
87, 31.1371
88, 31.1371
89, 30.8257
90, 31.1339
91, 31.4453
92, 31.4453
93, 31.7597
94, 31.4421
95, 31.1277
96, 30.8164
97, 31.1246
98, 31.4358
99, 31.4358
100, 31.7502
101, 31.4327
102, 31.4327
103, 31.1184
104, 31.1184
105, 31.4296
106, 31.4296
107, 31.4296
108, 31.7439
109, 32.0613
110, 31.7407
111, 31.7407
112, 31.4233
113, 31.4233
114, 31.4233
115, 31.109
116, 31.4201
117, 31.4201
118, 31.1059
119, 31.1059
120, 30.7949
121, 31.1028
122, 31.4138
123, 31.0997
124, 31.4107
125, 31.4107
126, 31.7248
127, 31.7248
128, 32.0421
129, 31.7216
130, 32.0389
131, 31.7185
132, 31.7185
133, 32.0357
134, 32.356
135, 32.356
136, 32.0325
137, 32.0325
138, 32.0325
139, 32.0325
140, 31.7121
141, 32.0292
142, 32.0292
143, 32.0292
144, 32.3495
145, 32.3495
146, 32.673
147, 32.9998
148, 32.6698
149, 32.6698
150, 32.3431
151, 32.6665
152, 32.9932
153, 32.9932
154, 32.9932
155, 32.6632
156, 32.6632
157, 32.9899
158, 32.66
159, 32.66
160, 32.66
161, 32.3334
162, 32.3334
163, 32.3334
164, 32.01
165, 32.01
166, 31.6899
167, 31.373
168, 31.373
169, 31.0593
170, 31.3699
171, 31.0562
172, 31.0562
173, 31.0562
174, 31.3668
175, 31.6804
176, 31.6804
177, 31.3636
178, 31.6773
179, 31.3605
180, 31.0469
181, 31.0469
182, 31.0469
183, 30.7364
184, 30.7364
185, 30.7364
